author;date;text;rating;source;brand;sentiment
А;15.11.2024;Виктория отличный работник ,всегда поможет во всем разобраться и решить возникшие проблемы, сообщит и поможет разобраться новых услугах .;5;yandex;ppr;pos
Шема Меликова;01.04.2025;01.04.25 год . ППР молчит .карты их не работают . сотрудники не смогли заправиться. работа организации остановилась .;1;yandex;ppr;neg
Р;09.08.2023;Отличная компания! Работает все чётко без сбоев, по мимо топлива в приложении много разных, интересных сервисов. Отдельное, большое спасибо сотруднику Кукатовой Алине. Помогла разобратся с каршерингом, точнее разобралась. Желаю Вам удачи!;5;yandex;ppr;pos
cappuccino;25.08.2023;Хочу выразить огромную благодарность Елене Хижняковой. За четкое, быстрое решение поставленнох задач и приятное общение, считаю, что такими работниками можно гордиться и брать с них пример в работе и культуре общения с клиентами ! Побольше таких сотрудников! Она хороший пример честности и добропорядочности, в чём у меня, и надеюсь у других, были реальные случаи убедиться и сказать ей большое спасибо за это!;5;yandex;ppr;pos
Денис;16.10.2023;"Работали с ППР с 2014г. Сбои в документообороте были всегда. Некоторые вопросы решались месяцами. Но подкупала большая сеть АЗС по всей стране. Но вдруг, при заправке на лукойле, отказ от приема карты вездеход к оплате уже после залива топлива. Никакой информации от ППР об изменениях в обслуживании не поступало! Кроме того, оказывается, с сентября установились дополнительные коэф. на стоимость топлива практически на всех заправках от 2% до 4%. Никто об этом не предупреждал! Но и даже та информация, которая размещена официально, на практике лжива ( заправки ""Газпром по информации ППР не берут комиссию за ДТ, а на практике берут). Очень обидно после стольких лет получить полное безразличие. В кол. центре только общая информация и никакого решения проблем. Будем отказываться и искать другой вариант.";1;yandex;ppr;neg
Валентина Савосина;17.10.2024;Отличная компания! Рекомендую! Огромное спасибо менеджеру Потеряйло Лилии!Сервис на отлично!!!;5;yandex;ppr;pos
Дмитрий;06.03.2024;Просто перекупы ! Которые заманивают скидками, а потом пользуются моментом и продают с накидками да и большими!! Вот и все!! Никому не рекомендую работать с этой компанией! Все положительные отзывы до того накручены, что смешно читать!! Позвонил сказал , что не буду работать с ними больше, раз так поступают, так еще и 17000 с небольшим еще и денег сняли , какой то информационный сбор! Работали с ППР 2 года! Там только одни обещания!! Очень похоже на ПИРАМИДУ))));1;yandex;ppr;neg
Л;29.08.2023;Работаем с компанией ППР 3 года. Отличный сервис, менеджер Мария Болдырева всегда на связи, всегда помогает в сложившейся ситуации. Очень приятно работать. Много дополнительный сервисов.Всем рекомендуем сотрудничать с компанией ППР.;5;yandex;ppr;pos
Sleepnaz;10.06.2024;Самое простое и удобное, если хотите оптимизировать автопарк. Хорошая служба поддержки, по любым вопросам ответят и помогут. Использую их услуги для своих авто более года, очень сильно упростили мне жизнь.;5;yandex;ppr;pos
Татьяна Филина;29.05.2024;Около года работаем с топливными картами Вездеход. В начале были вопросы по документам, по личному кабинету, менеджер всегда помогал. Сейчас система налажена. Как бухгалтеру мне очень удобно выгружать отчеты, менять лимиты, следить за расходами. Надеемся на долгосрочное сотрудничество!;5;yandex;ppr;pos
myasprodukt m.;16.12.2024;Спасибо команде ППР, удобно , быстро , логично .;5;yandex;ppr;pos
Катерина;25.09.2023;Очень жаль, что компания не заботиться о своих клиентах. Сотрудники по номеру 8800 абсолютно не компетентны. У нас заблокировали карты и не могут включить уже 4 дня. Вся работа на производстве остановилась. Каждый раз операторы говорят разную информацию. Складывается впечатление, что сотрудники первый раз видят программу, в которой работают, они не понимают когда крайний срок оплаты перед блокировкой, они не понимают, какую сумму нужно заплатить чтобы система заблокировала. В результате такой не компетентной консультации, нас отключили, а теперь говорят, что включить не могут. Подумайте несколько раз, прежде, чем принимать решение о выборе сотрудничества с данной компанией. Мы очень разочарованы.;1;yandex;ppr;neg
N;12.09.2023;Самая широкая сеть, что очень важно, можно обслужиться практически на любой АЗС. Персональный менеджер всегда поможет и все подскажет, большой плюс отсрочка платежа. Рекомендую;5;yandex;ppr;pos
Татьяна Х.;06.12.2023;"Сотрудничаем с ППР уже в течении нескольких лет??
За это время нареканий в работе никогда не было??
Своевременно предупреждают об изменениях.
Предлагают альтернативные варианты тарифов!!!
Топливо абсолютно устраивает!!!!!
Есть очень много различных сервисов,которые очень удобны в использовании!!!
Отдельно хочу выразить благодарность своему персональному менеджеру-Борисенко Анне,которая оперативно отвечает на звонки и готова помочь в любой ситуации!!!";5;yandex;ppr;pos
Юрий М.;05.10.2023;Доброго дня! Работаю с данной компанией с 2022 года, по началу были не большие скидки на топливо (в районе 50 копеек с литра) как и обещала менеджер компании Ппр Олеся, а с августа 2023 года наоборот наценка (всё на скринах) после звонка менеджеру и почитав отзывы, понял что Ппр так работает, сначала не большие скидки на начальном этапе работы с ними, а потом наценка при этом без предупреждения и она (наценка только растёт с каждой последующей заправкой ) , а так же услуги такси( так же с наценкой) хотя везде пишут ( ппр) что без наценки. С данной компанией в будущем остановлю работу, так как есть компание у которых взаимовыгодное сотрудничество в отличии с ПРР, да по бизнес карте оплачивать дешевле и нет скрытых платежей (как писали выше в отзовах ). Пока не могу рекомендовать данную компанию.;1;yandex;ppr;neg
И;27.04.2023;"Отзыв от компании ООО ""АвтопартУнивекс"". Работаем с ППР с 2012 года. Очень удобный личный кабинет. Удобно управлять автопарком, карточки принимают почти на всех заправках не только Москвы и области, но и других регионов. Большой спектр услуг. Удобное отслеживание штрафов. Сегодня получили транспондеры от компании ППР. Это еще один плюс. так как теперь отслеживать баланс стало проще. Хочу особенно выразить благодарность нашему менеджеру Алине Семиякиной. С момента заявки на подключение услуги и подписания доп. соглашения до момента получения транспондера прошло 2 дня. Алина была всегда на связи. Четко объясняла и помогала. ОГРОМНОЕ СПАСИБО. Все оперативно и профессионально. От компании ППР только положительные эмоции. Рекомендую...";5;yandex;ppr;pos
Павел Морозов;02.12.2023;Все нравится, очень удобно работать с отсрочкой. Заказываем шины уже не первый сезон. Спасибо Ольге Лихачевой, нашему менеджеру, за оперативную помощь , всем советую ??????;5;yandex;ppr;pos
Ксения Келлерман;24.12.2024;Прекрасный , шустрый специалист, спасибо за работу;5;yandex;ppr;pos
Елена;29.11.2023;Отличная организация! Много сервисов, доступный личный кабинет. Индивидуальный подход. Персональный менеджер Елена всегда ответит и оперативно решит любые поставленные задачи.;5;yandex;ppr;pos
Фатеева Елена;03.10.2023;Серьезная надежная компания! Приятно работать с таким партнером. Грамотные сотрудники всегда готовы оказать помощь. Карты обслуживаются везде. У водителей есть мобилка, они всегда могут найти заправку по пути. Рекомендую к сотрудничеству! Ребята-молодцы!;5;yandex;ppr;pos
Алексей Басалаев;13.09.2023;"Мало заправок. Никаких скидок. Любая корпоративная карта выгоднее. Берут деньги за обслуживание лицевого счета, поднимают цены.
Но отзыв заставило меня написать не это. Мы работали с ППР, работали по предоплате. Если деньги на счету заканчивались - заправиться было нельзя. Ну мы и перестали заправляться. Спустя несколько месяцев присылают они нам требование - мол, долг 540 рублей. Я говорю - по договору его быть не может ну никак, вы нас в кредит не заправляли. Теперь они передали этот ""долг"" коллекторам из ""МБА Финансы"". Чудики еще те. Ошиблись в биллинге - ну так и скажите, оплачу и всё, не те деньги. Но теперь нет, натравили на меня коллекторов, если я дождусь иска - мба пойдут за вымогательство, а ппр за мошенничество, предоставив им подложные документы. Не рекомендую связываться, по-хорошему потом не расстанетесь.";1;yandex;ppr;neg
А;22.04.2024;С компанией ППР работаем давно. В основной массе только положительные отзывы. бывают правда косяки с сервисом отображения и оплата штрафов. Но после обращения к прикреплённому специалисту, проблема решается оперативно. Желаю всех благ и процветания компании.;4;yandex;ppr;pos
Сергей Полухин;04.11.2024;После подписания документов на расторжение договора продолжают снимать деньги со счета, после чего не закрывают счет, ссылаясь на задолжность. Снимают деньги за неоказанные услуги!!;1;yandex;ppr;neg
Компания Содействие;21.02.2024;"В общем - работать не хотят. Работает только колл центр, который безуспешно уточняет информацию и далее никакой информации не выдает. Менеджеры - мертвые души, никого нет и никто не работает, даже в почте никто не отвечает. 

Отзывы восторга на яндексе очень похожи не заказные и все выглядят как реклама. Не тратьте свое время, у сетей автозаправок есть свои топливные карты, а в остальном есть Яндекс.Заправки.";1;yandex;ppr;neg
ООО ТРАНССТРОЙ;08.08.2023;"Наша компания работает с ООО ""Джи Пи Си РУС"" через систему ППР с 2022 года. Менеджеры ООО ""ДПСР"" всегда на связи и все вопросы стараются решить в максимально короткие сроки, ответственные, дружелюбные, внимательные к клиенту. Личный кабинет ППР удобный. Отчеты по заправкам, оплатам и прочим операциям понятные и детализированные. Наш персональный менеджер Хижнякова Елена, делает сотрудничество с ООО ""Джи Пи Си Рус"" плодотворным, легким, комфортным, отвечая на все наши запросы оперативно, грамотно и доброжелательно.";5;yandex;ppr;pos
П;18.11.2023;Пользуемся картами уже несколько лет, нареканий в сервисе нет, наш менеджер на любой вопрос находит ответ, приходит на помощь. Мобильное приложение очень удобное, в целом довольны и руководители, и сотрудники.;5;yandex;ppr;pos
А;26.01.2023;"Отзыв от лица компании ООО ""Прогресс Транс"": Абсолютно довольны сотрудничеством с компанией ППР. Удобный сервис, отличное обслуживание. Отдельный орден Иванушкиным Екатерине и Анастасии. Комфортно, оперативно, четко! Рекомендуем к сотрудничеству1";5;yandex;ppr;pos
Алина Т.;02.12.2023;"Сервис на высоком уровне
Несколько лет работаем с ППР. Устраивает широкая сеть и удобный личный кабинет. Отдельно хочу отметить нашего менеджера Ольгу, она помощник во многих вопросах.";5;yandex;ppr;pos
Юлия Буянова;05.10.2023;Благодарю компанию ППР за ответственность и серьезный подход. В настоящее время на топливном рынке не все так гладко, но мы продолжаем работать по картам Вездеход. Есть своевременные оповещения обо всех изменениях, наш менеджер все подробно поясняет. Хотелось бы вернуть скидки, но мы понимаем, что в текущей обстановке это тяжело.;5;yandex;ppr;pos
Дмитрий;31.08.2023;От лица КФХ Жилина, Благодарю ООО ППР за надежное обеспечение топливом, в регионе присутствия большая сеть АЗС разных брендов принимающих карты Вездеход. Очень функциональный личный кабинет с большим набором сервисов. Платежи по договору проходят весьма оперативно, работают без сбоев!;5;yandex;ppr;pos
Марина С.;29.08.2023;"Отзыв от компании ООО ""ЕвроАзия+"". Мы благодарим нашего персонального менеджера Марию Болдыреву за быстрое решение вопросов и помощь . Очень приятно когда в компании такие профессиональные работники. Надеемся на дальнейшее плодотворное сотрудничество с ППР !";5;yandex;ppr;pos
Диана Вахрушева;17.05.2023;Хочу выразить благодарность сотруднику данной организации Оксане Лазаревой. Приятно работать с людьми, которые относятся к своей работе настолько ответственно. Внимание, уважение и забота по отношение к клиенту, как правило, дает возможность для долгого, стабильного и плодотворного сотрудничества. Оксана одна из немногих кто это понимает.;5;yandex;ppr;pos
Валерия Ш.;30.11.2023;Работаем с ППР не первый год, за это время не было ситуаций, чтобы усомниться в правильности выбора компании. Все четко и по делу. Менеджер Анна Борисенко компетентно отвечает на все поставленные вопросы, быстро решает поставленные задачи. В общем, рекомендуем компанию к сотрудничеству.;5;yandex;ppr;pos
Виталий Эрлих;21.11.2023;Поддерживаю положительные отзывы в адрес этой компании . Действительно очень легко и комфортно работать с ней. Особенно я хочу выделить Личный кабинет и аналитические отчеты, которые позволяют планировать затраты ГСМ на квартал. Мы довольны сотрудничеством!;5;yandex;ppr;pos
А;28.11.2023;Отличная компания! Работаем с ними по страхованию техники (КАСКО и ОСАГО). Всё чётко и по лучшим ценам. Менеджер Оксана Алымова Вы супер! :-);5;yandex;ppr;pos
Валерий Глазунов;28.03.2023;"От лица нашей компании хотим выразить особенную благодарность нашему персональному менеджеру Семиякиной Алине, которая, будучи все время на связи, консультирует и помогает в решении всех вопросов по топливным картам, как по действующим, так и по новым! У Алины очень высокие профессиональные компетенции, оперативно помогает сотрудникам нашей компании и нашим водителям в режиме онлайн. 
Мы очень благодарны компании ППР, что в ней работают такие высококвалифицированные сотрудники! 
Глазунов Валерий Петрович, 
Операционный директор ООО Карго Драгон";5;yandex;ppr;pos
Кэт;06.09.2023;"Хотите получить порцию нервотрепки и адреналина? Позвоните в коллцентр ППР. Здесь работает правило: ""сколько людей-столько и мнений"". Вы не услышите одинаковый ответ 2 раза ни по срокам решения проблемы, ни по порядку Ваших действий. Просто дно. 2 дня пытаемся зачислить свои же деньги на счет своей же компании. Информация от сотрудников и в чат-боте рознится постоянно. Менеджер так же бесполезна в решении проблемы. Вы серьезно? Вопрос же элементарный. И все остальное хорошо, но работа сотрудников вообще отбивает желание к вам обращаться. Ваш номер только врагам скидывать в качестве мести.";1;yandex;ppr;neg
Юля Р.;05.09.2023;"Работаю с этой компанией не первый год. Менеджеры исполняют все поставление задачи в срок, оперативно решают возникающие вопросы, сопровождают на всем пути работы с ППР. 
Очень рекомендую их для сотрудничества!";5;yandex;ppr;pos
Роман С.;25.05.2023;"Спасибо за хороший объёмный продукт , за хорошую службу поддержки клиентов , всё работает , много дополнительных опций .
Хорошо теперь расширять сеть по дополнительним опциям : шинмонтажи , эвакуаторы , круглосуточные авто сервисы итп.. возможно лизинг или автокредитные организации с ндс .";5;yandex;ppr;pos
"ООО ""ГРАДОС""";15.01.2024;"Постоянно добавляются новые сервисы.
Использовать сервисы просто - есть приложение и сайт с интуитивно понятным интерфейсом. За более 5-летний период работы обращение в службу поддержки не потребовалось";5;yandex;ppr;neu
Людмила .;28.09.2023;"Отвратительное обслуживание своих клиентов. Менеджеры работают только на завлечение - после Вы будете часами висеть на трубке их горячей линии или общаться с ботами, которые не смогут вас даже направить в нужном направлении. Повышение тарифов, изменение условий в одностороннем порядке является нормой, на все вопросы - шаблонные ответы -перефразирую ""разбирайтесь сами, ищите на сайте, следите за изменениями самостоятельно нам все равно"" )) Это не профессионально для такого крупного оператора - коем Вы себя считаете.";1;yandex;ppr;neg
Марина Чистова;03.07.2024;"Добрый день. 
Очень нравиться данная компания. Менеджеры внимательны и всегда помогут в решение вопросов";5;yandex;ppr;pos
Антон;18.03.2025;Ну крутые ребята. Все очень на высоте;5;yandex;ppr;pos
Антон Ч.;11.09.2023;Работаем с ППР давно. Чем дольше, тем хуже. Не компетентные сотрудники, не обязательные, безответственные. Начался полный обман, как только ситуация на рынке топлива изменилась в сторону роста цен. ППР самостоятельно изменила условие договора не уведомив клиента. На просьбу прислать письмо об уведомлении уже два дня прошу, письма нет. Худшего отношения к своим клиентам на таком уровне ещё не наблюдал. ППР просто рухнули на дно своего бизнеса.;1;yandex;ppr;neg
Хабиб У.;14.02.2025;4 часа проторчал на заправке из за того что 4 часа не приходил смс код !!!;1;yandex;ppr;neg
Инкогнито 8582;12.02.2024;Сотрудничать стали не так давно. Удобно оплачивать за топливо. Наш менеджер Олеся Тарасенко всегда на связи объяснит пояснит и подскажет.;5;yandex;ppr;pos
Владимир Ж;12.10.2021;"Уже второй год пользуемся в 2-х транспортных компаниях данными картами. Отчетность четкая. Есть возможность овердрафта. Принимают почти на всех заправках. Удобно в управлении парком. Отслеживает штрафы. Водители пользуются мойками и шиномонтажом. Отдельное удобство - это парковки Москвы. У водителей никогда нет денег и потом штрафы оправдывают, что не было денег на оплату, а теперь нет проблем. Приложение устанавливается в телефон и проблем нет. Недавно был сбой в приложении ""Паркоматика""(это приложение парковок), менеджер Юлия оперативно все решила и водитель смог спокойно работать.";5;yandex;ppr;pos
Гость;10.11.2023;"К сожалению, нельзя оставить несколько отзывов подряд. Опять столкнулись с той же проблемой, не могут качественно выписать документы 


Ужасный сервис.
Дозвониться невозможно, портал работает через раз 
На протяжении многих месяцев выставляют документы с ошибками. Каждый раз просим переделать, прикладываем документы, на следующей месяц одно и тоже.

Бот не соответствует ожиданиям";1;yandex;ppr;neg
ден денверов;23.01.2023;Работаем как юр. Лицо больше 13 лет с ппр. Компания в общем надежная, расширенная сеть АЗС, можно подключить много услуг к картам в в виде моек, страховок, иногда случаются сбои, за 2022 было 2 массовых сбоя из за хакерских атак, которые к сожелен решились не быстро, сутки не могли заправится по картам, машины стояли, было множество отписок, но проблему устроил. Перезаключили новый договор, более выгодный тариф, появился персональный менеджер, видно улучшения в обслуживании. В общем работать можно.;4;yandex;ppr;neu
Олег;30.11.2023;Классный офис, просторный, со всеми плюшками в виде кухни с фруктами/овощами и печеньками. Открытые и дружелюбные сотрудники.;5;yandex;ppr;pos
irubliov;24.10.2023;Работаем с компанией ППР больше 6 лет. И только сегодня узнали, что наш тариф оказывается архивный, поэтому мы за каждый литр ДТ переплачиваем ППР по 5 рублей. В чеке АЗС 4402рубля за 70 литров, а ППР с нас берет 4702р. по отчету о транзакциях. Настоятельно советую всем перепроверить свои тарифы и транзакции. Нет желания считать убытки в связи с данной ситуацией, будем искать более адекватных контрагентов.;1;yandex;ppr;neg
Виталий В.;17.10.2023;"Отзыв от компании ООО ""МРС"". Работаем с ППР более 2-х лет. Все удобно и понятно. ППР постоянно развиваются и предлагают новые услуги. Спасибо за взаимовыгодное сотрудничество!";5;yandex;ppr;pos
Евгений Савченко;12.02.2024;Работаем 5 лет с этой организацией, есть и скидки и накидки, куча допсервисов. есть возможность оплачивать сопутствующие товары на заправках;5;yandex;ppr;neu
Курашев Андрей;09.11.2023;"Самовольно подключают дополнительные платные услуги, в одностороннем порядке изменяют условию договора, ссылаются на рассылку уведомлений которые никто не видел и не отвечал. На вопросы в личном кабинете ответов Не дают, самостоятельно меняют статус на ""выполнено"". НА ТЕЛЕФОН УКАЗАННЫЙ НА САЙТЕ НЕ ДОЗВОНИТЬСЯ, на просьбу перезвонить 3 раза не ответили.";1;yandex;ppr;neg
ТЭК ДенТранс Копейск;24.01.2023;Работаем с данной компанией с 2018 года. За время сотрудничества ППР зарекомендовал себя как ответственный, надёжный, лояльный партнёр. Больше всего нравиться то что компания не стоит на месте и постоянно внедряет новые продукты, которые действительно нужны современному бизнесу. Спасибо за сотрудничество! ООО ТЭК ДенТранс;5;yandex;ppr;pos
??????????;14.02.2023;"Пользуюсь услугами данной компании около 5 лет.
Обещали отсрочку платежа, а по факту предложили приобретать топливо в кредит.
Аналогично с лизингом, ни одно предложение из указанных на сайте и в рассылках не подтвердилось. Как я понял, лизинговые компании им платят агентские за приведенного клиента. 
Но пару дней назад случайно увидел, что в закрывающих документах ППР не то что не предоставляет скидки, а наоборот прибавляет к стоимости топлива около 7%. 
При этом не забывают дополнительно удерживать около 1 тысячи рублей за обслуживание.
Дал распоряжение прекратить сотрудничество с данной компанией.";1;yandex;ppr;neg
М;01.09.2023;Добрый вечер. Хочется оставить отзыв о всей команде Ппр,работали с несколькими личными менеджерами,сейчас работаем с Марией! На выходных несколько раз выручали с предоставлением заправок в минус. Есть свои ньюансы,но в целом все супер!;5;yandex;ppr;pos
Виталий;14.06.2023;"Выгодные условия не только по заправочным картам, но и по другим сопутствующим услугам. Оперативно, корректно, ""с душой""! ОСАГО - подобрали лучшие условия на рынке!";5;yandex;ppr;pos
Анна Каменева;17.11.2023;Широкая сеть, документы вовремя, персональный менеджер Елена Х. всегда на связи. Возможность отсрочки, индивидуальный подход . Рекомендую;5;yandex;ppr;pos
Наридин К.;21.06.2023;Спасибо Татьяне Хайловой и ППР за предоставление топливных карт с необходимым для нас овердрафтом и в общем профессиональную работу, оперативное решение всех текущих вопросов . Отличный менеджер , хорошая компания !;5;yandex;ppr;pos
Павел Романченко;25.10.2023;Все четко работает, очень удобно при разъездной работе. Виртуальные карты и бесконтактная оплата на уровне. ЖД билеты и такси - все с одного счета;5;yandex;ppr;pos
uza lux;26.10.2021;"Замечательная компания, работу свою выполняют отлично.
Обширная сеть АЗС-партнеров в приложении, удобные способы оплаты, быстрое зачисление средств на расчетный счет.
Для транспортной компании, занимающейся перевозками грузов по России - согласованные индивидуальные условия договора.
Для всех кричащих ""дорогое обслуживание, цены на топливо с ""+ к цене стелы"" АЗС"" - да, есть отдельные поставщики в рамках договора, у кого цена выше, и у кого цена ниже. В данном случае нужно подобрать продукт, которым будет удобнее пользоваться картами ППР.
Так же присутствует информационный сбор, указанный в договоре. Но, уважаемые, вы сами то будете работать бесплатно? Или, по вашему мнению, топливо должно быть дешевым исключительно для вас и исключительно на всех станциях? Такого не бывает.
В заключении хотелось бы написать - ППР зарекомендовал себя надежным партнером в ведении транспортного бизнеса, и все наши знакомые, владеющие небольшими транспортными компаниями, а так же знакомые перевозчики-ИП - выбрали именно ППР для сотрудничества!";5;yandex;ppr;pos
Оксана;09.10.2023;Работаем с ППР и могу сказать,что реальные скидки,мобильное приложение-что очень удобно ,обратная связь по любому вопросу.Менеждер Ольга большая молодец.Советую всем;5;yandex;ppr;pos
Карташилов Геннадий;15.11.2023;Воспользовался помощником в приложении. На простой вопрос, могу ли на конкретной станции оплатить через приложение - получаю кучу формальных ответов. Из которых не понятно ничего. А вопрос простой Да или Нет. Как результат-не удалось заправиться. Это компания такая? Или гораздо масштабнее уровень проблемы?;1;yandex;ppr;neg
Ольга З.;30.08.2023;Сегодня приняли окончательное решение о расторжении договора. Наверное, худший сервис в РФ по топливным картам. Абсолютно не компетентные сотрудники. На словах говорят одно, по факту другое. Будьте готовы, что даже после приостановления действия договора и отсутствием услуг со стороны ППР, вам будут выставлять счета, как будто вы пользуетесь подпиской какого-то сервиса.;1;yandex;ppr;neg
Ольга Г.;03.09.2023;Сказочно разводят ! Чудесная кантора которая самовольно поднимает стоимость топлива на три рубля к стоимости на стелле . Обьясняя это сложной ситуацией на рынке топлива ну и естественно каким то там пунктом в договоре. Подальше от таких супер партненров надо держаться, а то так и без штанов можно остаться. Государство душит ценами еще и эти лезут и совсем не скромничают;1;yandex;ppr;neu
Татьяна Рогачёва;02.02.2023;Одна из самых удобных и надежных компаний. Никаких сложностей в процессе работы никогда не возникает. Индивидуальный подход к каждому клиенту. Очень вежливые и грамотные сотрудники, знающие и любящие свое дело.;5;yandex;ppr;pos
Мистер икс;14.05.2024;"Найдите пожалуйста специалиста в Вашем офисе, который ответит на вопрос, почему с 9.04.24 я на 14.05.24 г., не могу получить топливные карты. 
Ужасный сервис.";1;yandex;ppr;neg
Наталья Ф;02.12.2021;ППР – Надежный партнер!!! Доступный и очень удобный личный кабинет, широкая сеть АЗС, огромное количество дополнительных классных сервисов!!! Быстрый, качественный документооборот. Очень довольны сотрудничеством! Елена Фатеева- менеджер всегда на связи, всегда поможет, расскажет о новых фишках. Все качественно и оперативно. Рекомендую !!!;5;yandex;ppr;pos
алексей;06.11.2023;Скрывают всю правку о реальных тарифах. Работал в 2023 с этой компанией и честно сказать сильно разочаровался. Менеджер впаривает карты и говорит что скидка будет на бензин. По факту вы получаете к цене на бензин +7 % от Азс. Все кто хочет переплачивать по 4-5 рублей с 1л. Велком в ППР.;1;yandex;ppr;neg
Аня;15.02.2024;Нам нравится работа ППР. Дали карту и они заправляются где угодно. Карта не привязана к региону. Так же по картам мы моем машины, очень удобно!;5;yandex;ppr;pos
Александр Б.;28.03.2023;Начали работу с компанией по рекомендации друга для контроля водителей. Есть мобильное приложение , в котором можно отследить все заправки. Большое количество АЗС и очень оперативные менеджеры. Приятно работать, все слажено!;5;yandex;ppr;pos
Светлана;27.07.2022;"Мне очень нравится сотрудничество с Передовыми Платежными Решениями (ППР). Имея многолетний опыт сотрудничества с подобными компаниями хочу сказать: ""ППР - лучшие!""
Очень удобный сайт. Ежемесячно закрывающие документы в СБИС и дуль на электронную почту. Платежи на лицевой счет зачисляются моментально. Мало того, вы сами себе выставляете счет на комфортную сумму, сами оплачиваете и можете выслать платежку в ППР и попросить, чтобы лицевой счет пополнили не дожидаясь зачисления на расчетный. Т.е. водитель подъехал к заправке и пока открывал лючек бензобака и шел к оператору, вы успеете пополнить счет. Никаких обязательств по суммам, объемам услуг. Попробуйте- Понравится-Рекомендуйте !!!(ППР)
Я попробовала, мне понравилось и я рекомендую!";5;yandex;ppr;pos
